TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations
CoolingTower_MechDraft_Crossflow_V1,Cooling Tower - Mechanical Draft - Cross Flow,"The equipment Cooling Tower - Mechanical Draft - Cross Flow, is categorized as Fixed Asset and has the following boundary: The boundary of a Cooling Tower - Mechanical Draft - Cross Flow type in continuous use, and with an average of 36 cells, is defined to include:  - Hot water basin and distribution - Cold water basin and distribution - Tower, internal and external structure, and casing - Fill - Drift eliminators - Louvers - Mechanical equipment, i.e., motors, couplings, gear box, fan assemblies - Vibration instrumentation - Gearbox and motor anti-rotation devices (if present)  Excluded are: - Switchgear - Controls - Redwood structural members - Fire protection system","The failure locations for Cooling Tower - Mechanical Draft - Cross Flow are: {'Gearbox oil line (external), if present', 'Motor base', 'Wind vanes, if present (to direct air motion radially)', 'Tower anchorage', 'Gearbox base or mounting', 'Motor bearing grease seals', 'Motor leads and electrical connections', 'Motor stator laminations', 'Hot water header - FRP only', 'Motor fan - external', 'Motor lubrication - grease', 'Motor rotor bars and shorting rings (cast type)', 'Motor shaft', 'Gearbox gears', 'Louver support arms - concrete type', 'Motor stator windings', 'Hot water distribution downtakes', 'Drift eliminators - blade type (wood type)', 'Stairs and walkways - FRP type', 'Coupling - disc pack or diaphragm, if present', 'Gearbox anti-rotation device, if present', 'Motor space heaters', 'Coupling - pin and bushing, if present', 'Motor endbells or bearing housings', 'Vibration sensors and instrumentation', 'Structural members - FPR (deck members, beams, columns, joints), if present', 'Motor bearings - rolling element', 'Vibration trip switch', 'Gearbox bolting', 'Motor bearing lubrication delivery & drain tubes', 'Gearbox bearings - rolling element (radial and thrust)', 'Casing', 'Stairs and walkways - wood type', 'Louvers - concrete type', 'Stairs and walkways - hardware', 'Gearbox instrumentation (oil temperature, oil level)', 'Hot water distribution valve', 'Fan assembly', 'Gearbox oil', 'Motor lubrication - grease - open bearing', 'Louvers - plywood type', 'Shroud', 'Motor rotor fans and hardware', 'Gearbox gaskets', 'Drift eliminators - blade type (all types)', 'Gearbox oil breather', 'Louvers - FRP type', 'Fill', 'Gearbox oil line (suction only), if present', 'Louvers - all types', 'Cold water basins', 'Stairs and walkways - concrete type', 'Motor lubrication - grease - shielded bearing', 'Structural members - wood (deck members, beams, columns, joints), if present', 'Motor gaskets', 'Motor stator winding - blocking, bracing, and wedges', 'Drift eliminators - cellular type', 'Gearbox pressure relief valve, if present', 'Hot water basin', 'Structural hardware (e.g. fasteners, shear connectors, diagonal straps)', 'Motor frame', 'Gearbox fan - external', 'Gearbox shaft oil seals', 'Motor anti-rotation device, if present', 'Louver ice retainers (sacrificial)', 'Drift eliminators - blade type (PVC type)', 'Drive shaft - graphite composite', 'Structural members - concrete (deck members, beams, columns, joints), if present', 'Gearbox sump oil heater, if present', 'Structural members - concrete (beams only), if present', 'Cold water basins and walls'}"
CoolingTower_NatDraft_Counterflow_V1,Cooling Tower - Natural Draft - Counter Flow,"The equipment Cooling Tower - Natural Draft - Counter Flow, is categorized as Fixed Asset and has the following boundary: The boundary of a Cooling Tower - Natural Draft - Counter Flow type in continuous use is defined to include:  - Hot water distribution - Cold water basin and distribution - Tower, Shell, internal and external structure - Fill - Drift eliminators  Excluded are: - Chemical injection - Makeup - Blowdown","The failure locations for Cooling Tower - Natural Draft - Counter Flow are: {'Shell access ladder', 'Hot water distribution - non-flumed', 'Hot water distribution ice prevention ring valves, if present', 'Structural members - concrete (beams only)', 'Stairs and walkways - steel type', 'Lightning protection', 'Structural members - FRP (veil supports, beams, columns, joints), if present', 'Drift eliminators - PVC cellular type', 'Fill - PVC - hanging type', 'Hot water distribution (steel inlet piping, if present)', 'Hot water distribution (FRP inlet piping, if present)', 'Drift eliminators - blade type (asbestos)', 'Stairs and walkways - hardware', 'Hot water distribution flume mud valve', 'Hot water distribution fill bypass valve', 'Wind walls, if present (to direct air motion radially)', 'Structural hardware', 'Hot water distribution ice prevention ring, if present', 'Drift eliminators - blade type (PVC and asbestos)', 'Cold water basins', 'Perimeter air seals - flexible, if present', 'Fill - ACB', 'Stairs and walkways - concrete type', 'Structural members - concrete (beams, columns, joints)', 'Shell access doors and jambs', 'Drift eliminators - blade type (PVC)', 'Drift eliminators - PVC all', 'Fill - PVC', 'Drift eliminator access panels or hatches', 'Hot water distribution (all piping)', 'Hot water distribution zoning slidegate, if present', 'Perimeter air seals - rigid, if present', 'Shell and support columns', 'Aircraft warning lights', 'Drift eliminators - all types', 'Shell', 'Cold water basins and walls'}"
CoolingTower_NatDraft_Crossflow_V1,Cooling Tower - Natural Draft - Cross Flow,"The equipment Cooling Tower - Natural Draft - Cross Flow, is categorized as Fixed Asset and has the following boundary: The boundary of a Cooling Tower - Natural Draft - Cross Flow type in continuous use is defined to include:  - Hot water basin and distribution - Cold water basin and distribution - Tower, Shell, internal and external structure - Fill - Drift eliminators  Excluded are: - Chemical injection - Makeup - Blowdown","The failure locations for Cooling Tower - Natural Draft - Cross Flow are: {'Louvers', 'Wind vanes, if present (to direct air motion radially)', 'Shell access ladder', 'Drift eliminators - asbestos and PVC', 'Access tunnel', 'Drift eliminators - PVC', 'Structural members - concrete (beams only)', 'Stairs and walkways - steel type', 'Lightning protection', 'Hot water distribution bypass slidegate, if present', 'Stairs and walkways - hardware', 'Canopy', 'Hot water distribution fill bypass valve', 'Structural hardware', 'Stairs and walkways - concrete type', 'Cold water basins', 'Structural members - concrete (beams, columns, joints)', 'Fill - PVC', 'Hot water basin', 'Shell and support columns', 'Aircraft warning lights', 'Hot water distribution deicing trough', 'Shell', 'Cold water basins and walls'}"
CPLG_ControlledTorque_V0,Coupling - Controlled Torque,"The equipment Coupling - Controlled Torque, is categorized as Rotating Asset and has the following boundary: The boundary of a Coupling - Controlled Torque for the purpose of this database is defined to include the following: ,Coupling halves, insert, and cover - Bearings, Friction fingers, spring","The failure locations for Coupling - Controlled Torque are: {'Friction Segments', 'Sleeve Mating Gasket and O-ring', 'Bearing', 'Grease', 'Hub and Drive Plate', 'Sleeve or Casing', 'Spring', 'Sleeve Gasket or O-ring', 'Serrations or Grooves', 'Grid'}"
CPLG_FluidVSD_1,Fluid Drive - Geared Variable Speed,"The equipment Fluid Drive - Geared Variable Speed, is categorized as Rotating Asset and has the following boundary: The boundary of a typical geared variable speed fluid drive  for the purpose of this database is defined to include the following:  - Fluid drive, integral gears, oil coolers, filters, housing, bearing housings and pedestals, and foundation; including integral hydraulic scoop tube actuator, geared connection coupling and internal oil pumps, if present.  The boundary for this component type does not include (excludes) the following:  - The motor or driver, driven equipment, and all other control instrumentation - All external actuators","The failure locations for Fluid Drive - Geared Variable Speed are: {'Gears', 'Oil filter', 'Oil heater thermostat', 'Bearings - Antifriction', 'Shaft driven oil pump', 'Sight Glass', 'Shaft seals', 'Bearings - Kingsbury type', 'Seals and sealings', 'Chain driven oil pump drive, if present', 'Connection Couplings (gear type)', 'Shaft', 'Scoop tube actuator - VEHS', 'Bolting and hardware', 'Housing mounted auxiliary oil pump and motor', 'Housing', 'Bearing temperature sensor and indicator', 'Breather Caps', 'Oil cooler', 'Scoop tube actuator - hydraulic type', 'Shaft Lip Seals', 'Bearing housing', 'Oil piping check valves', 'Fusible Plug', 'Machine Fits', 'Bearings - Sleeve', 'Runner', 'Scoop tube', 'Oil heater', 'Oil pressure regulators - Lube oil or working oil', 'Shaft Labyrinth Seals', 'Oil Piping & Connections', 'Oil'}"
CPLG_FluidVSD_2,Fluid Drive - Multi-Stage Variable Speed,"The equipment Fluid Drive - Multi-Stage Variable Speed, is categorized as Rotating Asset and has the following boundary: The boundary of a multi-stage variable speed fluid drive  for the purpose of this database is defined to include the following:  - Fluid drive, disk clutch, torque converter, hydrodynamic retatarder, fixed planetary gears, revolving planetary gears, oil coolers, filters, housing, bearing housings, and foundation; integral hydraulic scoop tube actuator, integral torque converter guide vane, diaphragm connection coupling and internal oil pumps.  The boundary for this component type does not include (excludes) the following:  - The motor or driver, driven equipment, and all other control instrumentation","The failure locations for Fluid Drive - Multi-Stage Variable Speed are: {'Oil filter', 'Oil heater thermostat', 'Bearings - Antifriction', 'Shaft driven oil pump', 'Sight Glass', 'Shaft seals', 'Connection Couplings (diaphragm type)', 'Bearings - Kingsbury type', 'Seals and sealings', 'Shaft', 'Gears - Planetary, sun, ring, connecting sleeve', 'Torque converter guide vane actuator', 'Scoop tube actuator - VEHS', 'Bolting and hardware', 'Housing mounted auxiliary oil pump and motor', 'Housing', 'Bearing temperature sensor and indicator', 'Breather Caps', 'Clutch discs', 'Speed pick-up probes', 'Oil cooler', 'Retarder control valve', 'Shaft Lip Seals', 'Bearing housing', 'Clutch control valve', 'Oil piping check valves', 'Fusible Plug', 'Vibration monitoring probes', 'Machine Fits', 'Bearings - Sleeve', 'Runner', 'Scoop tube', 'Oil heater', 'Oil pressure regulators - Lube oil or working oil', 'Shaft Labyrinth Seals', 'Oil Piping & Connections', 'Oil'}"
CPLG_FluidVSD_3,Fluid Drive - Scoop Tube Type,"The equipment Fluid Drive - Scoop Tube Type, is categorized as Rotating Asset and has the following boundary: The boundary of a typical scoop tube type fluid drive  for the purpose of this database is defined to include the following:  - Fluid drive, oil coolers, filters, housing, bearing housings and pedestals, and foundation; including integral hydraulic scoop tube actuator, geared connection coupling and internal oil pumps, if present.  The boundary for this component type does not include (excludes) the following:  - The motor or driver, driven equipment, and all other control instrumentation. - Any external actuator","The failure locations for Fluid Drive - Scoop Tube Type are: {'Oil filter', 'Oil heater thermostat', 'Bearings - Antifriction', 'Shaft driven oil pump', 'Sight Glass', 'Shaft seals', 'Auxiliary oil pump and motor', 'Seals and sealings', 'Chain driven oil pump drive, if present', 'Connection Couplings (gear type)', 'Shaft', 'Scoop tube actuator - VEHS', 'Bolting and hardware', 'Housing', 'Bearing temperature sensor and indicator', 'Breather Caps', 'Shaft Labyrinth Seals', 'Oil cooler', 'Shaft Lip Seals', 'Bearing housing', 'Oil piping check valves', 'Fusible Plug', 'Machine Fits', 'Bearings - Sleeve', 'Runner', 'Scoop tube', 'Oil heater', 'Oil pressure regulators - Lube oil or working oil', 'Bearings - Kingsbury type, if present', 'Oil Piping & Connections', 'Oil'}"
CPLG_Gear_1,Coupling - Gear Type - Continuously Lubricated,"The equipment Coupling - Gear Type - Continuously Lubricated, is categorized as Rotating Asset and has the following boundary: The boundary of a Coupling - Gear Type - Continuously Lubricated for the purpose of this database is defined to include the following: ,Coupling halves, insert, oil spray nozzles, and cover (if present) oil spray nozzles  Excluded are any connections to external sources of the lubricating fluid, as well as any components, e.g. oil pump and coolers, associated with that external source.","The failure locations for Coupling - Gear Type - Continuously Lubricated are: {'Fasteners', 'Gear teeth', 'Cover gasket or o-ring', 'Oil breather cap'}"
CPLG_Gear_2,Coupling - Gear Type - Grease Lubricated,"The equipment Coupling - Gear Type - Grease Lubricated, is categorized as Rotating Asset and has the following boundary: The boundary of a Coupling - Gear Type - Grease Lubricated for the purpose of this database is defined to include the following: ,Coupling halves, insert, and cover (if present)","The failure locations for Coupling - Gear Type - Grease Lubricated are: {'Fasteners', 'Sleeve gasket or o-ring, if present', 'Grease', 'Sleeve labyrinth seal, if present', 'Gear teeth', 'Sleeve mating gasket'}"
CPLG_Grid_1,Coupling - Grid Type,"The equipment Coupling - Grid Type, is categorized as Rotating Asset and has the following boundary: The boundary of a Coupling - Grid Type for the purpose of this database is defined to include the following: ,Coupling halves, insert, and cover (if present)","The failure locations for Coupling - Grid Type are: {'Serrations or grooves', 'Fasteners', 'Sleeve gasket or o-ring, if present', 'Grease', 'Sleeve mating gasket', 'Grid'}"
CPLG_RBR_1,Coupling - Disc or Diaphragm Type,"The equipment Coupling - Disc or Diaphragm Type, is categorized as Rotating Asset and has the following boundary: The boundary of a Coupling - Disc or Diaphragm Type for the purpose of this database is defined to include the following: ,Coupling halves, insert, and cover (if present)","The failure locations for Coupling - Disc or Diaphragm Type are: {'Fasteners', 'Disc pack or diaphragm'}"
CPLG_RBR_2,Coupling - Elastomeric Type - Doughnut or Block,"The equipment Coupling - Elastomeric Type - Doughnut or Block, is categorized as Rotating Asset and has the following boundary: The boundary of a Coupling - Elastomeric Type - Doughnut or Block for the purpose of this database is defined to include the following: ,Coupling halves, insert, and cover (if present)","The failure locations for Coupling - Elastomeric Type - Doughnut or Block are: {'Hub fasteners', 'Elastomeric fasteners', 'Elastomeric element', 'Hub'}"
CPLG_RBR_3,Coupling - Elastomeric Type - Jaw or Spider Insert,"The equipment Coupling - Elastomeric Type - Jaw or Spider Insert, is categorized as Rotating Asset and has the following boundary: The boundary of a Coupling - Elastomeric Type - Jaw or Spider Insert for the purpose of this database is defined to include the following: ,Coupling halves, insert, and cover (if present)","The failure locations for Coupling - Elastomeric Type - Jaw or Spider Insert are: {'Hub set screws', 'Jaw or Spider', 'Hub'}"
