TypeData.CompTypeID,TypeData.GenCompType,failure_locations
GEN_XCTR_4,Main Generator - Exciter - Static,"['Voltage Regulator', 'Collector - Brushes', 'Voltage Regulator - Potentiometers', 'Voltage Regulator - Circuit Boards', 'Excitation Transformer - Bushings', 'Shaft Grounding Brush (Braided)', 'Voltage Regulator - Fuses', 'Rectifiers - Capacitor', 'Field Discharge Resistor', 'Shaft Grounding Brush (Sohre)', 'Voltage Regulator - Potential Transformer', 'Rectifiers - Disconnect Switch', 'Shaft Grounding Brush (Carbon)', 'Rectifiers - Coolers', 'Collector - Brush Rigging and Bus Bars', 'Field Breaker - Breaker', 'Collector  - Rings', 'Excitation Transformer  - Windings', 'Voltage Regulator - Current Transformer', 'Shaft Grounding Brush']"
Ground_Brush_Filament_1_V0,Grounding Brush - Filament Type - Adjustable,"['Mounting Flange', 'Ground (Earth) Wire', 'Brush Element (Filaments)', 'Grounding Path Resistor', 'Terminal', 'Tension Adjusting Screw', 'Ground (Earth) Terminal Connection']"
Ground_Brush_Filament_2_V0,Grounding Brush - Filament Type - Adjustable Spring,"['Mounting Flange', 'Ground (Earth) Wire', 'Brush Element (Filaments)', 'Self-Adjusting Tension Spring', 'Grounding Path Resistor', 'Terminal', 'Ground (Earth) Terminal Connection']"
GT_Combustor_CanAnn_DLN_1_V0,Gas Turbine - Combustor - Can-Annular- Dry Low NOx,"['Casing Hardware', 'Liner and Liner Caps (diffusions plates) - 12K hardware', 'Combustible Gas Detectors', 'Instrumentation - Pressure Probes', 'Crossfire Tube', 'Instrumentation - Pressure Transmitter - Sensing lines and associated components, e.g. condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves.', 'Instrumentation - Pressure Transmitter - Internal wiring and connections', 'Instrumentation - Thermocouples (Westinghouse only) - Internal wiring and connections, if present', 'Instrumentation - Flame Detectors', 'Fuel Nozzles', 'Internal Supports and Structure', 'Transition Pieces (GE 7FA DLN 2.6)', 'Transition Pieces', 'Instrumentation - Pressure Transmitter - Transmitter Electronics', 'Instrumentation - Thermocouples (Westinghouse only) - Guide Tubes, if present', 'Instrumentation - Thermocouples (Westinghouse only)  - Radiation Shield, if present', 'Flow Sleeves', 'Instrumentation - Combustion Dynamics Sensors (GE- continuous use at high temps)', 'Crossfire Connection (outer)', 'Instrumentation - Thermocouples (Westinghouse only), if present', 'Instrumentation - Pressure Transmitter - External junction box wiring and connections', 'Casing (fore, aft, rear frame, cover)', 'Instrumentation - Combustion Dynamics Sensors (GE- continuous use at high temps)temperatures)', 'Crossfire Tube (inner)', 'Instrumentation - Pressure Transmitter - Internal power supply', 'Instrumentation - Combustion Dynamics Sensors (Westinghouse - used periodically except at low temps)', 'Ignitor or Spark Plugs']"
GT_Compressor_1Stage_V0,Gas Turbine - Compressor - Single Stage,"['Inner Barrel Counter Bore Plugs (if installed)', 'Outer Case - Compressor Extraction Solenoid', 'Outer Case - Compressor Inlet Bleed Heat Valve Position Sensor', 'Inlet Housing Expansion Joint', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Internal wiring and connections', 'Bell Mouth - Water Wash Nozzles', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge)- Sensing lines and associated components, e.g.. Condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves.', 'Outer Case - Compressor Extraction Valve Limit Switch', 'Stationary Vane Exit Guide Vane V Seal (if present)', 'Wheels', 'Inlet Guide Vane Bushings', 'Bell Mouth', 'Inner Barrel (i.e. Torque Tube) Shaft Seals', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Sensing lines and associated components, e.g.. Condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves.', 'Bearing Seal - Labyrinth (oil deflector)', 'Inlet Guide Vane Actuator - Position Sensor', 'Outer Case - Compressor Inlet Bleed Heat Valve Solenoid', 'Outer Case - Compressor Extraction and Bleed Flanges', 'Outer Case - Compressor Extraction Valve', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Electronics', 'Oil - Lubricating', 'Inlet Guide Vane - Shoulder or Root', 'Rotor Studs and Nuts (wheels and stub shafts)', 'Rotor Thrust Runner', 'Inlet Guide Vane -  Shoulder or Root', 'Inlet Guide Vanes', 'Outer Case - Compressor Extraction Valve Solenoid', 'Outer Case - Compressor Inlet Bleed Heat Valve', 'Stationary Vane Shims', 'Rotor Journal', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Internal power supply', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - Pressure Probes', 'Inlet Guide Vane Actuator - Pneumatic', 'Instrumentation - Proximity Probes and Transducers (Thrust, Vibration, Keyphasor, Axial Rotor Position)', 'Outer Case Bore Plugs', 'Bearing (Thrust) - Tilting Pad Kingsbury Type', 'Instrumentation - Pressure Transmitter and Transducer (Barometric, Inlet Annulus Static and Discharge) - External junction box wiring and connections', 'Instrumentation - Bearing  Seismic or Accelerometer, if present', 'Bearing Seal - Bolted', 'Inner Barrel (i.e. Torque Tube)', 'Inlet Guide Vane Actuator - Hydraulic', 'Oil - Hydraulic (shared with lube oil)', 'Inlet Guide Vane Tip Bushing', 'Stationary Vane', 'Inlet Guide Vane', 'Inlet Guide Vane - Tip', 'Stationary Vane Shaft Seals', 'Instrumentation - Thermocouples (Bearing Metal Temperature, Inlet and Discharge Air)', 'Inlet Guide Vane Drive Linkage and Ring Gear System', 'Rotating Blades', 'Oil - Hydraulic (not shared with lube oil)', 'Actuator limit switches and pressure sensors - Inlet Guide Vane Actuator - Limit Switch', 'Bearing - Compressor End Journal', 'Instrumentation - Speed Pickups or Sensors']"
GT_Enclosures_1_V0,Gas Turbine - Enclosures - Forced Ventilation - Heated,"['Access Doors', 'Enclosure Wall and Frame', 'Space Heaters - Thermostat', 'Space Heaters - Wiring', 'Damper Linkage', 'Weather Stripping, Sealing, Caulking, or Gaskets', 'Fans and Motors', 'Door Gasket', 'Space Heaters', 'Access Doors - Locks and Latches', 'Fans and Motors - Blades', 'Motor Bearing Grease Seals', 'Access Doors - Hinges', 'Air Filter and Screens', 'Damper Seal']"
GT_Fuel_Gas_EmergShutdownValve&Actuator_V0,Gas Turbine - Fuel Gas - Emergency Shutdown Valve and Actuator,"['Gas Actuator Body', 'Elastomer Internals', 'Stem Bushing', 'Pressure Transmitter - Diode', 'Pressure Transmitter Electronics', 'Gas Actuator Piston and Rings', 'Pressure Transmitter - Internal wiring and connections', 'Gasket', 'Valve Body', 'Pressure Transmitter - Sensing Lines', 'Stem O-ring', 'Sensing lines and associated components.', 'Gas Actuator Piston Spring', 'Seat', 'Stem', 'Gas Actuator Tubing', 'Gas Actuator Piston', 'Solenoid', 'Ball', 'Pilot Gas Desiccant', 'Actuator', 'Gas Actuator Stem', 'Pilot Gas Filter']"
GT_Fuel_Gas_Filter_Separator_Coalescer_V0,Gas Turbine - Fuel Gas - Filter Separator Coalescer,"['Drain Tank Gasket', 'Separator (baffle)', 'Solenoid Operated Drain Control Valve - Seat', 'Solenoid Operated Drain Control Valve - Spring', 'Level Switch', 'Pressure Relief Valve', 'Pressure Gauge', 'Solenoid Operated Drain Control Valve - Diaphragm', 'Solenoid Operated Drain Control Valve - Shaft Seal', 'Drain Isolation Valve (manual ball valve)', 'Filter Vessel', 'Filter Vessel Gasket', 'Filter Media', 'Drain Tank', 'Gas Isolation Valve', 'Solenoid Operated Drain Control Valve - Shaft']"
GT_Fuel_Gas_FlowMeter_V0,Gas Turbine - Fuel Gas - Flow Meter,"['Metering Orifice', 'Differential Pressure Transmitter', 'Thermocouple', 'Ultrasonic Velocity Sensor', 'Sensing Lines', 'Metering Tube', 'Pressure Transmitter']"
GT_Fuel_Gas_GasControlValve&Actuator_V0,Gas Turbine - Fuel Gas - Gas Control Valve and Actuator,"['Hydraulic Actuator - Cylinder', 'Air Actuator Piston and Rings', 'Elastomer Internals', 'Stem Bushing', 'Disc', 'Hydraulic Actuator Flex Hose', 'Hydraulic Actuator - Body', 'Air Actuator Diaphragm', 'Air Actuator Stem', 'Gasket', 'Valve Body', 'Air Actuator Diaphragm Spring', 'Displacement Transducer (LVDT)', 'Stem O-ring', 'Hydraulic Actuator - Rod End Seal', 'Hydraulic Actuator - Servo Mechanism Filter', 'Seat', 'Hydraulic Actuator - Servo Mechanism', 'Stem', 'Air Actuator Flex Hose', 'Hydraulic Actuator - Piston and Rings', 'Hydraulic Actuator - Stem', 'Actuator', 'Air Actuator Body', 'Hydraulic Actuator - O-ring']"
GT_Fuel_Gas_GasPurgeValve&Actuator_V0,Gas Turbine - Fuel Gas - Gas Purge Valve and Actuator,"['Air Actuator Piston and Rings', 'Elastomer Internals', 'Stem Bushing', 'Piston Actuator O-ring', 'Packing', 'Actuator Limit Switch', 'Air Actuator Diaphragm', 'Air Actuator Stem', 'Packing Spring', 'Gasket', 'Valve Body', 'Air Actuator Diaphragm Spring', 'Stem O-ring', 'Position Indicator', 'Rack and Pinion (Piston type AOV only)', 'Solenoid Valve Elastomer Internals', 'Seat', 'Stem', 'Ball', 'Actuator', 'Air Actuator Body', 'Solenoid Valve', 'Air Actuator Tubing']"
GT_Fuel_Gas_GasSplitterValve&Actuator_V0,Gas Turbine - Fuel Gas - Gas Splitter Valve and Actuator,"['Hydraulic Actuator - Cylinder', 'Elastomer Internals', 'Stem Bushing', 'Upper or Lower Seat Rings', 'Hydraulic Actuator Cylinder', 'Hydraulic Actuator Stem', 'Hydraulic Actuator - Body', 'Ported Plug', 'Hydraulic Actuator Tubing', 'Gasket', 'Stem O-ring', 'Displacement Transducer (LVDT)', 'Valve Body', 'Hydraulic Actuator O-ring', 'Hydraulic Actuator Rod End Seal', 'Hydraulic Actuator Servo Mechanism Filter', 'Hydraulic Actuator Body', 'Stem', 'Hydraulic Actuator Piston and Rings', 'Hydraulic Actuator - Piston and Rings', 'Actuator', 'Hydraulic Actuator Servo Mechanism', 'Hydraulic Actuator - O-ring']"
GT_Fuel_Gas_PerformanceHeater_ShellTube_V0,Gas Turbine - Fuel Gas - Performance Heater - Shell & Tube,"['Expansion Joint (metallic)', 'Quick Valves Air Actuator Diaphragm Spring', 'Quick Valves Actuator', 'Quick Valves Air Actuator Stem', 'Temperature/Flow Control Valves - Plug', 'Instrumentation - Thermocouples (heater inlet and outlet)', 'Quick Valves Air Actuator Flex Hose', 'Instrumentation - Pressure and Temperature', 'Quick  Valves Air Actuator Diaphragm', 'Temperature/Flow Control Valve - Valve Body Trim', 'Quick Valves - Ball Valve Body', 'Temperature/Flow Control Valves - Stem Bushing', 'Temperature/Flow Control Valves - Air Actuator Flex Hose', 'Tube Sheets', 'Skid Frame', 'Temperature/Flow Control Valves - Stem', 'Heat Tracing', 'Water Box and Flanges', 'Tubes', 'Gas Inlet and Outlet Nozzles', 'Plugs', 'Quick Valves Stem', 'Partition Plate and Nozzle', 'Quick Valves Ball Valve Body', 'Temperature/Flow Control Valves - Actuator', 'Internal Hardware; including: Baffle Plates, Support Plates, Tie Rods, and Spacers', 'Temperature/Flow Control Valves - Air Actuator Diaphragm', 'Quick  Valves - Air Actuator Body', 'Temperature/Flow Control Valves - Air Actuator Diaphragm Spring', 'Tube Joint at Tube Sheet', 'Sliding Feet', 'Insulation', 'Temperature/Flow Control Valves - Valve Body', 'Quick  Valves Air Actuator Flex Hose', 'Quick  Valves Air Actuator Body', 'Temperature/Flow Control Valves - Air Actuator Body', 'Quick Valves Ball Valve', 'Temperature/Flow Control Valve - Valve Body', 'Temperature/Flow Control Valves - Stem O-ring', 'Temperature/Flow Control Valves - Positioner', 'Temperature/Flow Control Valves - Air Actuator Stem']"
GT_Fuel_Gas_Pressure_Reducing_Station_V0,Gas Turbine - Fuel Gas - Pressure Reducing Station,"['Valve Disc', 'Air Actuator Piston and Rings', 'Valve Stem', 'Elastomer Internals', 'Ball', 'Valve Stem Bushing', 'Air Actuator Diaphragm', 'Valve Stem O-ring', 'Actuator', 'Air Actuator Body', 'Air Actuator Stem', 'Disc', 'Gasket', 'Valve Body', 'Air Actuator Diaphragm Spring', 'Valve Seat', 'Air Actuator Tubing']"
GT_Fuel_Gas_StartupHeater_Electric_V0,Gas Turbine - Fuel Gas - Startup Heater - Electric,"['Shell Gasket', 'Control cabinet', 'Control Cabinet', 'Thermocouples (heater inlet and outlet)', 'Heater Shell', 'Heating Element', 'Power cable (heater to control cabinet)', 'Power Connection', 'Control Cabinet Magnehelic Gauge']"
GT_HotSection_Turbine_BoltRotor_1Bearing_V0,Gas Turbine - Hot Section - Turbine - Bolted Rotor - Tilt Pad Bearing Only,"['Oil - Control and Hydraulic', 'Instrumentation - Pressure Transmitter - External junction box wiring and connections (Exhaust and Ducts)', 'Instrumentation - Exhaust Bearing Proximity Probes and Transducers (Thrust, Vibration, Keyphasor)', 'Bearing - Exhaust (Tilt Pad Type) - Lift Oil Supply Lines', 'Bearing - Exhaust Tunnel', 'Instrumentation - Pressure Transmitter - Internal power supply (Exhaust and Ducts)', 'Casing -  Flanges', 'Nozzle or Vane', 'Instrumentation - Thermocouples (Exhaust Temperature)', 'Exhaust and Ducts -  Drain', 'Rotor Stub Shaft', 'Bearing - Exhaust (Tilt Pad Type)', 'Instrumentation - Thermocouples (Exhaust Bearing, Bearing Tunnel)', 'Nozzle Support Ring', 'Seals - Nozzle Seals', 'Exhaust and Ducts -  Expansion Joint - Belt', 'Seals  - Stator to Rotor', 'Exhaust Struts', 'Casing', 'Instrumentation - Thermocouples (Exhaust and Wheelspace Temperature)', 'Exhaust and Ducts -  Duct', 'Exhaust and Ducts -  Bolting External Vertical and Horizontal Flanges', 'Instrumentation - Pressure Transmitter - Transmitter Electronics (Exhaust and Ducts)', 'Rotor Bolting', 'Rotor Gas Path Blade', 'Seals - Turbine Exhaust Seal', 'Rotor Gas Path - Shroud/Ring Segments', 'Exhaust and Ducts -  Expansion Joint - Bolted Fasteners', 'Turbine Support Legs', 'Stator Borescope Plugs', 'Rotor Assembly - Balance', 'Instrumentation - Pressure Probes (Exhaust and Ducts)', 'Exhaust and Ducts -  Expansion Joint - Plates', 'Exhaust and Ducts -  Duct Insulation (External)', 'Exhaust and Ducts -  Expansion Joint to Flange Connection', 'Instrumentation - Pressure Transmitter - Sensing lines and associated components, e.g.. Condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves (Exhaust and Ducts)', 'Rotor Disks and Spacers', 'Instrumentation - Heat Detector - Fire Suppression - Bearing Tunnel', 'Instrumentation - Thermocouples (Wheelspace Temperature)', 'Instrumentation - Pressure Transmitter - Internal wiring and connections (Exhaust and Ducts)', 'Bearing - Exhaust Supports']"
GT_HotSection_Turbine_BoltRotor_2Bearings_V0,Gas Turbine - Hot Section - Turbine - Bolted Rotor - Tilt Pad and Midspan Journal Bearings,"['Oil - Control and Hydraulic', 'Bearing - Midspan Bearing Housing Vent Pipe Flange (Vent to Combustion Wrapper)', 'Instrumentation - Pressure Transmitter - External junction box wiring and connections (Exhaust and Ducts)', 'Bearing - Midspan Bearing Housing', 'Bearing - Midspan Bearing Housing Vent Pipe Fitting (Vent to Bearing Housing)', 'Bearing - Exhaust (Tilt Pad Type) - Floating Seal Rings', 'Bearing - Exhaust (Tilt Pad Type) - Lift Oil Supply Lines', 'Bearing - Exhaust Tunnel', 'Bearing - Midspan Bearing Housing Vent Pipe Fitting (Vent to Bearing Housing', 'Bearing - Exhaust - Housing', 'Casing -  Flanges', 'Instrumentation - Pressure Transmitter - Internal power supply (Exhaust and Ducts)', 'Nozzle or Vane', 'Instrumentation - Heat Detector - Fire Suppression - Bearing Tunnel', 'Instrumentation - Thermocouples (Exhaust Temperature)', 'Exhaust and Ducts -  Drain', 'Rotor Stub Shaft', 'Bearing - Exhaust (Tilt Pad Type)', 'Bearing - Midspan - Journal Type', 'Nozzle Support Ring', 'Seals - Nozzle Seals', 'Exhaust and Ducts -  Expansion Joint - Belt', 'Seals  - Stator to Rotor', 'Exhaust Struts', 'Casing', 'Instrumentation - Thermocouples (Exhaust and Wheelspace Temperature)', 'Exhaust and Ducts -  Duct', 'Exhaust and Ducts -  Bolting External Vertical and Horizontal Flanges', 'Instrumentation - Pressure Transmitter - Transmitter Electronics (Exhaust and Ducts)', 'Rotor Bolting', 'Rotor Gas Path Blade', 'Seals - Turbine Exhaust Seal', 'Rotor Gas Path - Shroud/Ring Segments', 'Instrumentation - Thermocouples (Midspan and Exhaust Bearing, Bearing Tunnel)', 'Exhaust and Ducts -  Expansion Joint - Bolted Fasteners', 'Turbine Support Legs', 'Instrumentation - Midspan and Exhaust Bearing Proximity Probes and Transducers (Thrust, Vibration, Keyphasor)', 'Stator Borescope Plugs', 'Rotor Assembly - Balance', 'Instrumentation - Pressure Probes (Exhaust and Ducts)', 'Bearing - Exhaust - Housing - Seals', 'Exhaust and Ducts -  Duct Insulation (External)', 'Exhaust and Ducts -  Expansion Joint - Plates', 'Exhaust and Ducts -  Expansion Joint to Flange Connection', 'Instrumentation - Pressure Transmitter - Sensing lines and associated components, e.g.. Condensate pot, sealed reference legs, bellows, manifold, root valves and isolation valves (Exhaust and Ducts)', 'Rotor Disks and Spacers', 'Bearing - Midspan Bearing Housing Seals', 'Instrumentation - Thermocouples (Wheelspace Temperature)', 'Bearing - Midspan Bearing Lift Oil Supply Lines', 'Instrumentation - Pressure Transmitter - Internal wiring and connections (Exhaust and Ducts)', 'Bearing - Exhaust Supports']"
